world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	君子不器	84	221681653977533	1	春風如酒	20	執行官
戴摩爾克04	微微	83	140143239568626	2		19	咒文刻印使
戴摩爾克04	財神小米粥	83	132941699884713	3		19	咒文刻印使
戴摩爾克04	我為逝者哀哭	82	90685043211249	4		18	太陽監視者
戴摩爾克04	曬個月亮	82	87355199555951	5	凌霄軍隊	18	執行官
戴摩爾克04	桌子下有人	82	87193204006263	6	春滿盛	18	執行官
戴摩爾克04	焗烤馬鈴薯	82	82014056402495	7	春風如酒	17	太陽監視者
戴摩爾克04	小喵	82	76235176129167	8	jfgbtu	18	執行官
戴摩爾克04	皇家禮炮	82	66381033604090	9	春滿盛	17	太陽監視者
戴摩爾克04	大藍貓	81	60768696472128	10	小藍貓	16	咒文刻印使
戴摩爾克04	富林太空站	81	54636248020049	11		18	太陽監視者
戴摩爾克04	依然	81	53773619393701	12	春風如酒	18	咒文刻印使
戴摩爾克04	三天三夜	81	51070044520670	13		17	太陽監視者
戴摩爾克04	ddstt	81	48535689102981	14	ddsd	16	咒文刻印使
戴摩爾克04	守護者八加九	81	43203098652753	15	小藍貓	17	執行官
戴摩爾克04	我知道	80	42245319540069	16	春滿盛	16	香射手
戴摩爾克04	許光漢	80	42218093395103	17		18	執行官
戴摩爾克04	話題	80	41893815419301	18	春滿盛	16	香射手
戴摩爾克04	太多太多的抱歉	80	41884721260815	19	春滿盛	16	香射手
戴摩爾克04	愛不在	80	41875461859723	20	春滿盛	16	香射手
戴摩爾克04	心如止水	80	41585721265137	21	春滿盛	16	香射手
戴摩爾克04	告白氣球	80	41576251244347	22	春滿盛	16	香射手
戴摩爾克04	我沒對她說	80	41542125170556	23	春滿盛	16	香射手
戴摩爾克04	信徒	80	41245878211299	24	春滿盛	16	香射手
戴摩爾克04	白鷺鷥	80	40833011746126	25		17	執行官
戴摩爾克04	CROSS	80	38078646196497	26	春滿盛	17	深淵放逐者
戴摩爾克04	阿瑞斯	80	35935933511058	27	春風如酒	17	香射手
戴摩爾克04	芷怡	80	33154051703010	28	jfgbtu	16	執行官
戴摩爾克04	哎呦喂呀	80	32612930054422	29	春風如酒	16	太陽監視者
戴摩爾克04	子兮子兮	80	32159960703720	30	凌霄軍隊11	16	執行官
戴摩爾克04	白輕雪	80	29303158715549	31		16	太陽監視者
戴摩爾克04	娘娘	80	29104198549986	32	jfgbtu	15	幻影劍士
戴摩爾克04	酒酒	80	28598916298447	33	酒酒	17	執行官
戴摩爾克04	老蕭	79	26204172488640	34	ADAD	17	咒文刻印使
戴摩爾克04	涼玖OuO	79	26071398164041	35		16	咒文刻印使
戴摩爾克04	又見一夜襲	79	25379245826119	36		16	香射手
戴摩爾克04	韭嫵弍栖	79	24648754946843	37	春滿盛	16	幻影劍士
戴摩爾克04	海棠	79	24204364551276	38	春滿盛	17	太陽監視者
戴摩爾克04	哈德利	79	23990356131611	39		16	太陽監視者
戴摩爾克04	熊本真希	79	22901659192385	40		15	太陽監視者
戴摩爾克04	肥美老雞包	79	21716971657536	41	遙遠的夢想	16	幻影劍士
戴摩爾克04	晴時多雲	79	21463584726121	42	小藍貓	15	咒文刻印使
戴摩爾克04	守護者加九妹	79	20069783120469	43	小藍貓	16	咒文刻印使
戴摩爾克04	特務J	79	19804021828794	44		15	幻影劍士
戴摩爾克04	我獨自尻噏	79	19791603999187	45		15	太陽監視者
戴摩爾克04	管妳媽媽嫁給誰	79	19089163255033	46		17	野蠻鬥士
戴摩爾克04	少女	79	18168692434418	47	jfgbtu	15	幻影劍士
戴摩爾克04	守護者阿志	78	17751702103489	48	小藍貓	16	香射手
戴摩爾克04	金色	78	16259744888021	49		16	幻影劍士
戴摩爾克04	風向鈴蘭	78	16022384540880	50	醉楓染	16	香射手
戴摩爾克04	艾涅爾	78	15932224856301	51		15	執行官
戴摩爾克04	瞬光鈴芽	78	15482658887913	52		16	咒文刻印使
戴摩爾克04	特洛伊	78	14393708164346	53		16	太陽監視者
戴摩爾克04	hjftyhdf	78	13981779350541	54	jfgbtu	15	幻影劍士
戴摩爾克04	hfhbip	78	13913728083281	55	jfgbtu	15	幻影劍士
戴摩爾克04	豬神未食飽	78	13500574341542	56	龍虎豹出版社	17	執行官
戴摩爾克04	jghjyftgu	78	12818219980094	57	jfgbtu	14	香射手
戴摩爾克04	土匪大王	77	11888760299469	58		14	執行官
戴摩爾克04	ghdthyty	77	11856468634561	59	jfgbtu	13	幻影劍士
戴摩爾克04	榮耀執行官	77	11278046846484	60	休閑	14	執行官
戴摩爾克04	羅傑房裡的女人蔡英文	77	11242478259898	61		14	太陽監視者
戴摩爾克04	映像電話蟲	77	10906148563761	62		13	香射手
戴摩爾克04	羅天大教	77	9660082025281	63	春滿盛	15	執行官
戴摩爾克04	幕後黑手	77	9394304990429	64	幕後黑手	15	咒文刻印使
戴摩爾克04	嘰嘰嘰嘰嘰嘰嘰	77	9331769577683	65	urgf	13	太陽監視者
戴摩爾克04	kjrh	77	9091867327282	66	jfgbtu	14	咒文刻印使
戴摩爾克04	春滿盛	77	8987573460053	67	春滿盛	14	香射手
戴摩爾克04	Dayb	77	8710017285714	68		15	咒文刻印使
戴摩爾克04	黑色	77	8563655146250	69		14	太陽監視者
戴摩爾克04	jfgggg	77	8491634371202	70	jfgbtu	12	執行官
