world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	君子不器	84	223449433324396	1	春風如酒	20	執行官
戴摩爾克04	微微	83	140143239568626	2		19	咒文刻印使
戴摩爾克04	財神小米粥	83	132941699884713	3		19	咒文刻印使
戴摩爾克04	我為逝者哀哭	82	90685043211249	4		18	太陽監視者
戴摩爾克04	曬個月亮	82	88227725851856	5	凌霄軍隊	18	執行官
戴摩爾克04	桌子下有人	82	87708553197415	6	春滿盛	18	執行官
戴摩爾克04	焗烤馬鈴薯	82	82216243213048	7	春風如酒	17	太陽監視者
戴摩爾克04	小喵	82	76361589810046	8	jfgbtu	18	執行官
戴摩爾克04	皇家禮炮	82	67169806333271	9	春滿盛	17	太陽監視者
戴摩爾克04	大藍貓	81	60891719014621	10	小藍貓	16	咒文刻印使
戴摩爾克04	富林太空站	81	54636248020049	11		18	太陽監視者
戴摩爾克04	依然	81	54532112299239	12	春風如酒	18	咒文刻印使
戴摩爾克04	三天三夜	81	51070044520670	13		17	太陽監視者
戴摩爾克04	ddstt	81	48675708973662	14	ddsd	16	咒文刻印使
戴摩爾克04	守護者八加九	81	43203098652753	15	小藍貓	17	執行官
戴摩爾克04	我知道	81	42641378767731	16	春滿盛	16	香射手
戴摩爾克04	話題	80	42282900955643	17	春滿盛	16	香射手
戴摩爾克04	太多太多的抱歉	80	42271320530598	18	春滿盛	16	香射手
戴摩爾克04	愛不在	80	42268406951817	19	春滿盛	16	香射手
戴摩爾克04	許光漢	80	42218093395103	20		18	執行官
戴摩爾克04	告白氣球	80	41969461818606	21	春滿盛	16	香射手
戴摩爾克04	心如止水	80	41965142642086	22	春滿盛	16	香射手
戴摩爾克04	我沒對她說	80	41941296464217	23	春滿盛	16	香射手
戴摩爾克04	信徒	80	41649652403448	24	春滿盛	16	香射手
戴摩爾克04	白鷺鷥	80	40833011746126	25		17	執行官
戴摩爾克04	CROSS	80	38623440423856	26	春滿盛	17	深淵放逐者
戴摩爾克04	哎呦喂呀	80	33317807766712	27	春風如酒	16	太陽監視者
戴摩爾克04	芷怡	80	33175900948117	28	jfgbtu	16	執行官
戴摩爾克04	子兮子兮	80	32462763659851	29	凌霄軍隊11	16	執行官
戴摩爾克04	阿瑞斯	80	32430057123981	30	春風如酒	17	香射手
戴摩爾克04	白輕雪	80	29303158715549	31		16	太陽監視者
戴摩爾克04	娘娘	80	29161211219421	32	jfgbtu	15	幻影劍士
戴摩爾克04	酒酒	80	28770691725702	33	酒酒	17	執行官
戴摩爾克04	老蕭	79	26204172488640	34	ADAD	17	咒文刻印使
戴摩爾克04	涼玖OuO	79	26071398164041	35		16	咒文刻印使
戴摩爾克04	又見一夜襲	79	25379245826119	36		16	香射手
戴摩爾克04	韭嫵弍栖	79	24648754946843	37	春滿盛	16	幻影劍士
戴摩爾克04	海棠	79	24584052925991	38	春滿盛	17	太陽監視者
戴摩爾克04	哈德利	79	23990356131611	39		16	太陽監視者
戴摩爾克04	熊本真希	79	22901659192385	40		15	太陽監視者
戴摩爾克04	晴時多雲	79	21922437226432	41	小藍貓	15	咒文刻印使
戴摩爾克04	肥美老雞包	79	21716971657536	42	遙遠的夢想	16	幻影劍士
戴摩爾克04	守護者加九妹	79	20069783120469	43	小藍貓	16	咒文刻印使
戴摩爾克04	特務J	79	19804021828794	44		15	幻影劍士
戴摩爾克04	我獨自尻噏	79	19791603999187	45		15	太陽監視者
戴摩爾克04	管妳媽媽嫁給誰	79	19089163255033	46		17	野蠻鬥士
戴摩爾克04	少女	79	18195558937074	47	jfgbtu	15	幻影劍士
戴摩爾克04	守護者阿志	78	17751702103489	48	小藍貓	16	香射手
戴摩爾克04	金色	78	16259744888021	49		16	幻影劍士
戴摩爾克04	風向鈴蘭	78	16064897159513	50	醉楓染	16	香射手
戴摩爾克04	艾涅爾	78	15932224856301	51		15	執行官
戴摩爾克04	瞬光鈴芽	78	15482658887913	52		16	咒文刻印使
戴摩爾克04	特洛伊	78	14393708164346	53		16	太陽監視者
戴摩爾克04	hjftyhdf	78	14001705647463	54	jfgbtu	15	幻影劍士
戴摩爾克04	hfhbip	78	13938281504694	55	jfgbtu	15	幻影劍士
戴摩爾克04	豬神未食飽	78	13500976897480	56	龍虎豹出版社	17	執行官
戴摩爾克04	jghjyftgu	78	12836216907757	57	jfgbtu	14	香射手
戴摩爾克04	土匪大王	77	11888760299469	58		14	執行官
戴摩爾克04	ghdthyty	77	11873862693168	59	jfgbtu	13	幻影劍士
戴摩爾克04	榮耀執行官	77	11440925597229	60	休閑	14	執行官
戴摩爾克04	羅傑房裡的女人蔡英文	77	11242478259898	61		14	太陽監視者
戴摩爾克04	映像電話蟲	77	10906148563761	62		13	香射手
戴摩爾克04	羅天大教	77	9660082025281	63	春滿盛	15	執行官
戴摩爾克04	嘰嘰嘰嘰嘰嘰嘰	77	9435072146269	64	urgf	13	太陽監視者
戴摩爾克04	幕後黑手	77	9394304990429	65	幕後黑手	15	咒文刻印使
戴摩爾克04	kjrh	77	9104926461247	66	jfgbtu	14	咒文刻印使
戴摩爾克04	春滿盛	77	9079568740993	67	春滿盛	14	香射手
戴摩爾克04	Dayb	77	8710017285714	68		15	咒文刻印使
戴摩爾克04	黑色	77	8563655146250	69		14	太陽監視者
戴摩爾克04	jfgggg	77	8508374149271	70	jfgbtu	12	執行官
戴摩爾克04	星象儀	77	8481032210657	71	酒酒	15	咒文刻印使
戴摩爾克04	二哈	76	8161413841376	72	小藍貓	12	執行官
戴摩爾克04	東踏取	76	8081203647348	73		15	執行官
戴摩爾克04	孤娥	76	8008311480258	74		15	咒文刻印使
戴摩爾克04	大摳呆	76	7552404078028	75	1722	12	太陽監視者
戴摩爾克04	懈怠TUG	76	7234907013812	76	ADAD	14	執行官
戴摩爾克04	菲傭	76	6969976323280	77	春滿盛	1	深淵放逐者
戴摩爾克04	銀星玥	76	6899589802366	78	温野菜	14	執行官
戴摩爾克04	MrMr	76	6669156982697	79	休閑	14	咒文刻印使
戴摩爾克04	陌生的旅途	76	6652835456196	80	休閑	14	咒文刻印使
戴摩爾克04	沒電的艾尼路	76	6500452005260	81		13	咒文刻印使
戴摩爾克04	長髮飄飄	76	6481507298859	82	休閑	14	咒文刻印使
戴摩爾克04	jgyugg	76	6317870592664	83	jfgbtu	11	咒文刻印使
戴摩爾克04	綠箭俠	76	6107047592786	84	酒酒	15	香射手
戴摩爾克04	AQUAMARINE	76	5966068636665	85	ADAD	13	幻影劍士
戴摩爾克04	茉莉兒	76	5905949543899	86		15	咒文刻印使
戴摩爾克04	白石麻衣	76	5885244775342	87	龍虎豹出版社	13	幻影劍士
戴摩爾克04	艾艾莎	75	5643140592880	88	小藍貓	10	咒文刻印使
戴摩爾克04	一起再看流星雨	75	5632133232711	89	ADAD	14	太陽監視者
戴摩爾克04	kitty	75	5614823785290	90	休閑	13	執行官
