world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	村長	89	2031025425392238	1	幸福村	25	執行官
戴摩爾克04	被遺忘的酷寒狂狼勇士	88	1165235686143822	2	幸福村	21	野蠻鬥士
戴摩爾克04	阿庫婭	87	813122697733915	3	太平教	22	咒文刻印使
戴摩爾克04	農夫	87	611887802222820	4	幸福村	21	野蠻鬥士
戴摩爾克04	哈士柴	86	557766562352934	5	幸福村	21	太陽監視者
戴摩爾克04	櫻桃烤鴨	85	358128386465249	6	幸福村	21	執行官
戴摩爾克04	幻影冰冰	85	337883566884229	7	幸福村	20	太陽監視者
戴摩爾克04	我想吃魚	85	332579264338202	8	太平教	21	香射手
戴摩爾克04	打工仔	85	319675612133560	9	幸福村	20	咒文刻印使
戴摩爾克04	Q罒Q	85	304139062355293	10	幸福村	20	咒文刻印使
戴摩爾克04	圖坦卡門	85	291332597881177	11	幸福村	20	咒文刻印使
戴摩爾克04	君子不器	85	272961937804390	12	春風如酒	20	執行官
戴摩爾克04	貧道摸魚真人	85	272112812693316	13	幸福村	22	太陽監視者
戴摩爾克04	北海大草蝦	85	265872583246645	14	幸福村	19	執行官
戴摩爾克04	主教	84	220508780306515	15	幸福村	20	咒文刻印使
戴摩爾克04	挪威大鮭魚	84	211711281772972	16	幸福村	19	野蠻鬥士
戴摩爾克04	締造者o放逐之境	84	162899148145009	17	幸福村	19	咒文刻印使
戴摩爾克04	黃河大鯉魚	83	144409747069874	18	幸福村	18	太陽監視者
戴摩爾克04	微微	83	140143239568626	19		19	咒文刻印使
戴摩爾克04	結丹小兒	83	138916794120594	20	幸福村	17	執行官
戴摩爾克04	財神小米粥	83	132941699884713	21		19	咒文刻印使
戴摩爾克04	蛇蠍	83	118384222641300	22	幸福村	17	香射手
戴摩爾克04	曬個月亮	83	116177984779282	23	凌霄軍隊隊	18	執行官
戴摩爾克04	幻影弱弱	83	110259009269397	24	幸福村	19	咒文刻印使
戴摩爾克04	桌子下有人	83	107671559503533	25	春滿盛	18	執行官
戴摩爾克04	我為逝者哀哭	82	90685043211249	26		18	太陽監視者
戴摩爾克04	查爾斯	82	88732845470180	27	童話巡航者	18	野蠻鬥士
戴摩爾克04	焗烤馬鈴薯	82	87425372682389	28	春風如酒	17	太陽監視者
戴摩爾克04	CROSS	82	82649828361247	29	幸福村	18	咒文刻印使
戴摩爾克04	小喵	82	76202507850722	30	jfgbtu	18	執行官
戴摩爾克04	大藍貓	81	63228101433323	31		16	咒文刻印使
戴摩爾克04	依然	81	59333990535944	32	春風如酒	18	咒文刻印使
戴摩爾克04	富林太空站	81	54636248020049	33		18	太陽監視者
戴摩爾克04	三天三夜	81	52282962677282	34	幸福村	17	太陽監視者
戴摩爾克04	ddstt	81	51632200253067	35	ddsd	16	咒文刻印使
戴摩爾克04	話題	81	50747760797002	36	春滿盛	16	香射手
戴摩爾克04	我知道	81	50612994678197	37	春滿盛	16	香射手
戴摩爾克04	心如止水	81	50293417215971	38	春滿盛	16	香射手
戴摩爾克04	愛不在	81	50267190802274	39	春滿盛	16	香射手
戴摩爾克04	太多太多的抱歉	81	49712726501891	40	春滿盛	16	香射手
戴摩爾克04	阿瑞斯	81	49026416282959	41	春風如酒	17	香射手
戴摩爾克04	我沒對她說	81	48942229243456	42	春滿盛	16	香射手
戴摩爾克04	告白氣球	81	48838902856776	43	春滿盛	16	香射手
戴摩爾克04	信徒	81	48717074519220	44	春滿盛	16	香射手
戴摩爾克04	哎呦喂呀	81	47603970019048	45	春風如酒	17	太陽監視者
戴摩爾克04	守護者八加九	81	46029058936361	46		17	執行官
戴摩爾克04	子熙分袂	81	43506722929982	47	凌霄軍隊11	16	執行官
戴摩爾克04	許光漢	80	42218093395103	48		18	執行官
戴摩爾克04	白鷺鷥	80	40833011746126	49		17	執行官
戴摩爾克04	奧蘿拉	80	39024137272353	50	童話巡航者	16	香射手
戴摩爾克04	艾莉兒洛伊	80	38986326034580	51	童話巡航者	16	太陽監視者
戴摩爾克04	Sck	80	34149923987125	52	幸福村	18	咒文刻印使
戴摩爾克04	芷怡	80	33505947656447	53	jfgbtu	16	執行官
戴摩爾克04	酒酒	80	30606418837130	54	酒酒	17	執行官
戴摩爾克04	韭嫵弍栖	80	30593823303993	55	春滿盛	16	幻影劍士
戴摩爾克04	娘娘	80	29730819595884	56	jfgbtu	15	幻影劍士
戴摩爾克04	老蕭	80	29480060383737	57	ADAD	17	深淵放逐者
戴摩爾克04	白輕雪	80	29303158715549	58		16	太陽監視者
戴摩爾克04	三月兔邦妮	80	29110321285771	59	童話巡航者	15	咒文刻印使
戴摩爾克04	管妳媽媽嫁給誰	79	27178463049193	60	妹妹別怕打完就好	17	野蠻鬥士
