world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	oxox	91	5373578896016540	1	子彈起飛	24	咒文刻印使
戴摩爾克04	虎爺馬丁尼	91	4845440185769036	2	子彈起飛	25	野蠻鬥士
戴摩爾克04	包青天洗衣機	91	4725548518772740	3	子彈起飛	24	野蠻鬥士
戴摩爾克04	暴暴龍寶寶要抱抱	91	4018529824809365	4	子彈起飛	25	太陽監視者
戴摩爾克04	戰酒黑金龍	91	3889877537257146	5	子彈起飛	24	野蠻鬥士
戴摩爾克04	媽祖一杯Shot	91	3705602014741287	6	子彈起飛	25	香射手
戴摩爾克04	喬巴巴	90	3632430745761252	7	雪山小鴨鴨	25	野蠻鬥士
戴摩爾克04	夜魔殺神波本	90	3185589070270028	8	子彈起飛	24	香射手
戴摩爾克04	G某對郎造	90	2463041838135597	9	子彈起飛	25	咒文刻印使
戴摩爾克04	稻荷神大吟釀	89	2152161462788949	10	子彈起飛	23	咒文刻印使
戴摩爾克04	伏羲荔枝烏龍	89	1762663045733941	11	子彈起飛	25	野蠻鬥士
戴摩爾克04	帝釋天沙士	88	1451816927941538	12	子彈起飛	25	咒文刻印使
戴摩爾克04	聖王公雞尾酒	88	1446497925135306	13	子彈起飛	24	執行官
戴摩爾克04	波賽燉紅酒	88	1326054122711878	14	子彈起飛	24	幻影劍士
戴摩爾克04	彌勒伏特加	88	1185630864347235	15	子彈起飛	24	太陽監視者
戴摩爾克04	在下毛毛雨	88	999341571543770	16	雪山小鴨鴨	22	執行官
戴摩爾克04	女媧蜜桃烏龍	88	959617825934607	17	子彈起飛	24	咒文刻印使
戴摩爾克04	伊邪那岐生命之水	87	928705499409899	18	子彈起飛	23	香射手
戴摩爾克04	註生娘娘艾碧斯	87	925726455473127	19	子彈起飛	23	幻影劍士
戴摩爾克04	OliSe	87	916794372633235	20	雪山小鴨鴨	22	咒文刻印使
戴摩爾克04	薩玻	87	827317215625816	21	雪山小鴨鴨	22	幻影劍士
戴摩爾克04	魯夫夫	87	753966680787665	22	雪山小鴨鴨	23	深淵放逐者
戴摩爾克04	艾歐基麥康	86	595956875809250	23	雪山小鴨鴨	21	野蠻鬥士
戴摩爾克04	鷗報送	86	517181761361849	24	雪山小鴨鴨	22	執行官
戴摩爾克04	睡神喝冰奶渡劫	86	501766115117302	25	雪落夜無聲	21	咒文刻印使
戴摩爾克04	小咻咻	86	501269091307287	26	雪山小鴨鴨	20	香射手
戴摩爾克04	布丁牛奶	86	496860747144976	27	雪山小鴨鴨	22	野蠻鬥士
戴摩爾克04	即期餅乾	86	490787452025328	28	雪山小鴨鴨	20	太陽監視者
戴摩爾克04	吉娃娃亂咬人啦	86	484556723637717	29	夜空寶藏線索	23	香射手
戴摩爾克04	討厭黑眼圈	86	482451735263144	30	雪山小鴨鴨	23	咒文刻印使
戴摩爾克04	三太子米粥	86	478130563590914	31	子彈起飛	22	幻影劍士
戴摩爾克04	雪寶	86	465150746743590	32	雪山小鴨鴨	21	執行官
戴摩爾克04	蕭郎威士忌	86	456783217386793	33	子彈起飛	21	野蠻鬥士
戴摩爾克04	武藤遊戲	86	433463377448036	34	雪山小鴨鴨	21	野蠻鬥士
戴摩爾克04	oOxOo	86	430173137743416	35	子彈起飛	21	香射手
戴摩爾克04	巧克力髒髒包	85	388181620344861	36	雪山小鴨鴨	20	咒文刻印使
