world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	媽祖伏特加	89	2237699403882243	4	讓子彈飛一下	24	香射手
戴摩爾克04	o關公龍舌蘭o	89	1791813603863016	5	讓子彈飛一下	23	咒文刻印使
戴摩爾克04	稻荷神大吟釀	89	1734925470770085	6	讓子彈飛一下	23	咒文刻印使
戴摩爾克04	波賽燉紅酒	87	942141704148991	9	讓子彈飛一下	22	幻影劍士
戴摩爾克04	帝釋天沙士	87	925706727883592	10	讓子彈飛一下	23	咒文刻印使
戴摩爾克04	聖王公雞尾酒	87	823003705943659	11	讓子彈飛一下	24	執行官
戴摩爾克04	彌勒伏特加	87	761287182347636	12	讓子彈飛一下	24	太陽監視者
戴摩爾克04	女媧蜜桃烏龍	86	578483250196128	13	讓子彈飛一下	22	咒文刻印使
戴摩爾克04	伊邪那岐生命之水	86	569124311758695	14	讓子彈飛一下	22	香射手
戴摩爾克04	註生娘娘艾碧斯	86	560381782814807	15	讓子彈飛一下	22	幻影劍士
戴摩爾克04	我要進來囉	86	430276129515146	16	帕拉迪島	21	咒文刻印使
戴摩爾克04	睡神喝冰奶渡劫	86	400265658607805	17	讓子彈飛一下	21	咒文刻印使
戴摩爾克04	三太子米粥	85	342757770054767	18	讓子彈飛一下	21	幻影劍士
戴摩爾克04	三太子大摩二十年	85	288576590608522	20	讓子彈飛一下	20	香射手
戴摩爾克04	小腦	84	211042331559679	21	雪落夜無聲	19	深淵放逐者
戴摩爾克04	神偷爸爸	84	183498691681098	22	神印王座	20	咒文刻印使
戴摩爾克04	御嶽沖繩泡盛	84	174234959797862	23	讓子彈飛一下	20	咒文刻印使
戴摩爾克04	春烏龍	84	169985366889865	24	今年一定帶你去看海	19	咒文刻印使
戴摩爾克04	保生大帝烏龍綠	83	147919015574201	25	讓子彈飛一下	20	咒文刻印使
戴摩爾克04	微微	83	132937664579128	26	讓子彈飛一下	19	咒文刻印使
戴摩爾克04	財神小米粥	83	131916740094395	27	船過水無痕	19	咒文刻印使
戴摩爾克04	君子不器	83	124628461516634	28	春風如酒	19	執行官
戴摩爾克04	月老茅台	83	124540827837151	29	讓子彈飛一下	20	咒文刻印使
戴摩爾克04	超級無敵可愛小西咪	83	118383770226201	30		18	太陽監視者
戴摩爾克04	虎爺子汁	83	115559292335613	31	讓子彈飛一下	19	咒文刻印使
戴摩爾克04	孟婆桃姬	83	110449908786161	32	讓子彈飛一下	20	香射手
戴摩爾克04	我為逝者哀哭	82	90685043211249	33		18	太陽監視者
戴摩爾克04	灶神糯米粥	82	80090158687168	34	船過水無痕	18	咒文刻印使
戴摩爾克04	小喵	82	67680507324580	35	jfgbtu	18	執行官
戴摩爾克04	桌子下有人	81	63137885205021	36	春滿盛	17	執行官
戴摩爾克04	霜染人衣	81	58717666149475	37	花落水無聲	17	深淵放逐者
戴摩爾克04	降龍羅漢加鹽沙士	81	57168380693027	38	讓子彈飛一下	18	太陽監視者
戴摩爾克04	曬個月亮	81	55806602595945	39	凌霄軍隊	18	執行官
戴摩爾克04	富林太空站	81	54636248020049	40		18	太陽監視者
戴摩爾克04	大藍貓	81	51284643977233	41	小藍貓	16	咒文刻印使
戴摩爾克04	三天三夜	81	51070044520670	42		17	太陽監視者
戴摩爾克04	許光漢	80	42218093395103	43		18	執行官
戴摩爾克04	ddstt	80	42001826899571	44	ddsd	16	咒文刻印使
戴摩爾克04	白鷺鷥	80	40833011746126	45		17	執行官
戴摩爾克04	二郎神君度橙酒	80	39333682706676	46	讓子彈飛一下	18	咒文刻印使
戴摩爾克04	hoya	80	37203316591269	47	春滿盛	17	咒文刻印使
戴摩爾克04	三清酒	80	35161213993538	48	讓子彈飛一下	16	咒文刻印使
戴摩爾克04	依然	80	33531145836049	49	春風如酒	16	咒文刻印使
戴摩爾克04	白輕雪	80	29303158715549	50		16	太陽監視者
戴摩爾克04	清風徐來	80	28145597960775	51	花落水無聲	15	太陽監視者
戴摩爾克04	殺神波本	80	28124113391953	52	讓子彈飛一下	17	香射手
戴摩爾克04	娘娘	80	27658869319322	53	jfgbtu	15	幻影劍士
戴摩爾克04	守護者八加九	79	26071640626193	54	春滿盛	17	執行官
戴摩爾克04	涼玖OuO	79	26071398164041	55		16	咒文刻印使
戴摩爾克04	草莓多多	79	25682723925509	56	今年一定帶你去看海	15	執行官
戴摩爾克04	又見一夜襲	79	25379245826119	57		16	香射手
戴摩爾克04	哈德利	79	23990356131611	58		16	太陽監視者
戴摩爾克04	香橙雪酪	79	23741414856878	59		16	深淵放逐者
戴摩爾克04	熊本真希	79	22901659192385	60		15	太陽監視者
戴摩爾克04	韭嫵弍栖	79	22828561088676	61	春滿盛	16	幻影劍士
戴摩爾克04	觀世音拿鐵	79	22326913695383	62	讓子彈飛一下	17	香射手
戴摩爾克04	肥美老雞包	79	21716971657536	63	遙遠的夢想	16	幻影劍士
戴摩爾克04	話題	79	20771634394993	64	春滿盛	15	香射手
戴摩爾克04	太多太多的抱歉	79	20628866732220	65	春滿盛	15	香射手
戴摩爾克04	阿瑞斯	79	20529205652021	66	春風如酒	15	香射手
戴摩爾克04	變強	79	20517354586277	67		15	幻影劍士
戴摩爾克04	愛不在	79	20489864562576	68	春滿盛	15	香射手
戴摩爾克04	心如止水	79	20485315767892	69	春滿盛	15	香射手
戴摩爾克04	信徒	79	20331759144588	70	春滿盛	15	香射手
戴摩爾克04	告白氣球	79	20318166898581	71	春滿盛	15	香射手
戴摩爾克04	我知道	79	20313927791486	72	春滿盛	15	香射手
戴摩爾克04	我沒對她說	79	20211316810312	73	春滿盛	15	香射手
戴摩爾克04	我獨自尻噏	79	19791603999187	74		15	太陽監視者
戴摩爾克04	CROSS	79	19767310138482	75	春滿盛	15	深淵放逐者
戴摩爾克04	瓦寶寶	79	18803839874256	76	大藍貓	15	幻影劍士
戴摩爾克04	子兮粲者	79	18118396558748	77	凌霄軍隊1	16	執行官
戴摩爾克04	少女	78	17049111613971	78	jfgbtu	15	幻影劍士
戴摩爾克04	金色	78	16259744888021	79		16	幻影劍士
戴摩爾克04	艾涅爾	78	15932224856301	80		15	執行官
戴摩爾克04	瞬光鈴芽	78	15482658887913	81		16	咒文刻印使
戴摩爾克04	風向鈴蘭	78	15257758861422	82	醉楓染	16	香射手
戴摩爾克04	特洛伊	78	14355830012624	83		16	太陽監視者
戴摩爾克04	五路財神仙水	78	14163052855891	84	船過水無痕	14	太陽監視者
戴摩爾克04	哎呦喂呀	78	13719219126605	85	春風如酒	15	太陽監視者
戴摩爾克04	酒酒	78	13415009329884	86	酒酒	16	執行官
戴摩爾克04	hjftyhdf	78	12713961933085	87	jfgbtu	15	幻影劍士
戴摩爾克04	hfhbip	78	12419683102719	88	jfgbtu	15	幻影劍士
戴摩爾克04	芝芝奶蓋阿華田	77	11933647841272	89	今年一定帶你去看海	14	幻影劍士
戴摩爾克04	土匪大王	77	11888760299469	90		14	執行官
戴摩爾克04	jghjyftgu	77	11817700758365	91	jfgbtu	14	香射手
戴摩爾克04	羅傑房裡的女人蔡英文	77	11242478259898	92		14	太陽監視者
戴摩爾克04	映像電話蟲	77	10906148563761	93		13	香射手
戴摩爾克04	豬神未食飽	77	10680419178927	94	龍虎豹出版社	17	執行官
戴摩爾克04	ghdthyty	77	10640150880478	95	jfgbtu	13	幻影劍士
戴摩爾克04	守護者加九妹	77	10230014455336	96	小藍貓	15	咒文刻印使
戴摩爾克04	守護者阿志	77	9397357526440	97	春滿盛	15	香射手
戴摩爾克04	幕後黑手	77	9390750304804	98	幕後黑手	15	咒文刻印使
戴摩爾克04	晴時多雲	77	9292860145424	99	小藍貓	15	咒文刻印使
戴摩爾克04	厲飛羽	77	9130617036577	100	花落水無聲	15	咒文刻印使
萊涅01	言冰雲	85	371520191470116	1		20	太陽監視者
萊涅01	五阿哥	85	286919695934389	2	移名局	21	執行官
萊涅01	一我本天真一	85	253936629411082	3		21	咒文刻印使
萊涅01	哈氣貓	84	203407545921162	4		20	咒文刻印使
萊涅01	具姿尹	84	177026360375107	5	移名局	20	香射手
萊涅01	星期三	84	172723079229531	6	天界	21	咒文刻印使
萊涅01	卡樂喵	84	168697339565042	7		20	香射手
萊涅01	o奶貓o	83	150035990207772	9	移名局	19	咒文刻印使
萊涅01	一細頸瓶一	83	149471660681208	10	清幽宜居	18	幻影劍士
萊涅01	無法顯示ID	83	146872349550995	11		19	幻影劍士
萊涅01	輕舞薇薇	83	137052830123150	12		19	咒文刻印使
萊涅01	花醉四千客	83	131501556840358	13	凌霄閣	19	太陽監視者
萊涅01	夏夜月明	83	123072901764867	14	天界	19	香射手
萊涅01	猁你妹	83	115705876115699	15		20	深淵放逐者
萊涅01	柳如煙	83	104865273833976	16	天界	17	執行官
萊涅01	小比寶寶	82	90149210435655	17		20	幻影劍士
萊涅01	琥珀兒	82	88449777796213	18	天界	17	香射手
萊涅01	老愛	82	81580969929558	19	移名局	19	香射手
萊涅01	烏摩勒伽	82	73833857235508	20		17	香射手
萊涅01	一個小時	81	60486945935322	22	半個小時	17	咒文刻印使
萊涅01	軟軟奶糖	81	59698010855612	23	mini	18	太陽監視者
