world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	君子不器	84	188851148058419	1	春風如酒	20	執行官
戴摩爾克04	微微	83	140143239568626	2		19	咒文刻印使
戴摩爾克04	財神小米粥	83	132941699884713	3		19	咒文刻印使
戴摩爾克04	我為逝者哀哭	82	90685043211249	4		18	太陽監視者
戴摩爾克04	桌子下有人	82	79416086381938	5	春滿盛	18	執行官
戴摩爾克04	焗烤馬鈴薯	82	76364950636512	6		17	太陽監視者
戴摩爾克04	曬個月亮	82	76285644374512	7	凌霄軍隊	18	執行官
戴摩爾克04	小喵	82	74237463678453	8	jfgbtu	18	執行官
戴摩爾克04	大藍貓	81	58317616461431	9	小藍貓	16	咒文刻印使
戴摩爾克04	富林太空站	81	54636248020049	10		18	太陽監視者
戴摩爾克04	皇家禮炮	81	53913826169881	11	春滿盛	17	太陽監視者
戴摩爾克04	三天三夜	81	51070044520670	12		17	太陽監視者
戴摩爾克04	依然	81	46579934444683	13	春風如酒	16	咒文刻印使
戴摩爾克04	ddstt	81	45871204154323	14	ddsd	16	咒文刻印使
戴摩爾克04	許光漢	80	42218093395103	15		18	執行官
戴摩爾克04	白鷺鷥	80	40833011746126	16		17	執行官
戴摩爾克04	守護者八加九	80	37811549792796	17	小藍貓	17	執行官
戴摩爾克04	太多太多的抱歉	80	34332842976649	18	春滿盛	15	香射手
戴摩爾克04	話題	80	34320311729199	19	春滿盛	15	香射手
戴摩爾克04	我知道	80	34219595023152	20	春滿盛	15	香射手
戴摩爾克04	愛不在	80	34112324628884	21	春滿盛	15	香射手
戴摩爾克04	告白氣球	80	34020265938899	22	春滿盛	15	香射手
戴摩爾克04	心如止水	80	33983504125030	23	春滿盛	15	香射手
戴摩爾克04	我沒對她說	80	33813336069071	24	春滿盛	15	香射手
戴摩爾克04	信徒	80	33584073345669	25	春滿盛	15	香射手
戴摩爾克04	芷怡	80	32680394292268	26	jfgbtu	16	執行官
戴摩爾克04	CROSS	80	31612413790402	27	春滿盛	17	深淵放逐者
戴摩爾克04	阿瑞斯	80	29816878107809	28	春風如酒	17	香射手
戴摩爾克04	白輕雪	80	29303158715549	29		16	太陽監視者
