world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	君子不器	84	195425592230909	1	春風如酒	20	執行官
戴摩爾克04	微微	83	140143239568626	2		19	咒文刻印使
戴摩爾克04	財神小米粥	83	132941699884713	3		19	咒文刻印使
戴摩爾克04	我為逝者哀哭	82	90685043211249	4		18	太陽監視者
戴摩爾克04	桌子下有人	82	81178548441545	5	春滿盛	18	執行官
戴摩爾克04	曬個月亮	82	77910747998374	6	凌霄軍隊	18	執行官
戴摩爾克04	焗烤馬鈴薯	82	77291998974567	7	送頭	17	太陽監視者
戴摩爾克04	小喵	82	74626632295482	8	jfgbtu	18	執行官
戴摩爾克04	大藍貓	81	58875720679250	9	小藍貓	16	咒文刻印使
戴摩爾克04	皇家禮炮	81	56661842071182	10	春滿盛	17	太陽監視者
戴摩爾克04	富林太空站	81	54636248020049	11		18	太陽監視者
戴摩爾克04	三天三夜	81	51070044520670	12		17	太陽監視者
戴摩爾克04	依然	81	48359788337109	13	春風如酒	16	咒文刻印使
戴摩爾克04	ddstt	81	47312459807494	14	ddsd	16	咒文刻印使
戴摩爾克04	許光漢	80	42218093395103	15		18	執行官
戴摩爾克04	白鷺鷥	80	40833011746126	16		17	執行官
戴摩爾克04	守護者八加九	80	39084550350838	17	小藍貓	17	執行官
戴摩爾克04	太多太多的抱歉	80	35538667205038	18	春滿盛	16	香射手
戴摩爾克04	話題	80	35464953794423	19	春滿盛	16	香射手
戴摩爾克04	我知道	80	35460102564388	20	春滿盛	16	香射手
戴摩爾克04	愛不在	80	35348957904103	21	春滿盛	16	香射手
戴摩爾克04	告白氣球	80	35185619368175	22	春滿盛	16	香射手
戴摩爾克04	心如止水	80	35159577373372	23	春滿盛	16	香射手
戴摩爾克04	我沒對她說	80	35003340855683	24	春滿盛	16	香射手
戴摩爾克04	信徒	80	34777560560326	25	春滿盛	16	香射手
戴摩爾克04	CROSS	80	32973222262452	26	春滿盛	17	深淵放逐者
戴摩爾克04	芷怡	80	32740852593676	27	jfgbtu	16	執行官
戴摩爾克04	阿瑞斯	80	30842958125894	28	春風如酒	17	香射手
戴摩爾克04	白輕雪	80	29303158715549	29		16	太陽監視者
戴摩爾克04	子兮子兮	80	28728950277705	30	凌霄軍隊11	16	執行官
戴摩爾克04	娘娘	80	28422387783375	31	jfgbtu	15	幻影劍士
戴摩爾克04	哎呦喂呀	79	26871947028088	32	春風如酒	16	太陽監視者
戴摩爾克04	涼玖OuO	79	26071398164041	33		16	咒文刻印使
戴摩爾克04	酒酒	79	25852162451862	34	酒酒	17	執行官
戴摩爾克04	老蕭	79	25716465683479	35		17	咒文刻印使
戴摩爾克04	又見一夜襲	79	25379245826119	36		16	香射手
戴摩爾克04	哈德利	79	23990356131611	37		16	太陽監視者
戴摩爾克04	韭嫵弍栖	79	23630820149070	38	春滿盛	16	幻影劍士
戴摩爾克04	熊本真希	79	22901659192385	39		15	太陽監視者
戴摩爾克04	肥美老雞包	79	21716971657536	40	遙遠的夢想	16	幻影劍士
戴摩爾克04	海棠	79	21027947044843	41	春滿盛	16	太陽監視者
戴摩爾克04	特務J	79	19804021828794	42		15	幻影劍士
戴摩爾克04	我獨自尻噏	79	19791603999187	43		15	太陽監視者
戴摩爾克04	管妳媽媽嫁給誰	79	19089163255033	44		17	野蠻鬥士
戴摩爾克04	少女	79	18330143964175	45	jfgbtu	15	幻影劍士
戴摩爾克04	晴時多雲	79	18088278739734	46	小藍貓	15	咒文刻印使
戴摩爾克04	守護者加九妹	78	17917448134945	47	小藍貓	16	咒文刻印使
戴摩爾克04	金色	78	16259744888021	48		16	幻影劍士
戴摩爾克04	風向鈴蘭	78	16020405045397	49	醉楓染	16	香射手
戴摩爾克04	艾涅爾	78	15932224856301	50		15	執行官
戴摩爾克04	守護者阿志	78	15795983880798	51	小藍貓	16	香射手
戴摩爾克04	瞬光鈴芽	78	15482658887913	52		16	咒文刻印使
戴摩爾克04	特洛伊	78	14393708164346	53		16	太陽監視者
戴摩爾克04	hjftyhdf	78	13657089478636	54	jfgbtu	15	幻影劍士
戴摩爾克04	hfhbip	78	13578411301208	55	jfgbtu	15	幻影劍士
戴摩爾克04	豬神未食飽	78	13062927948611	56	龍虎豹出版社	17	執行官
戴摩爾克04	jghjyftgu	78	12597634595297	57	jfgbtu	14	香射手
戴摩爾克04	土匪大王	77	11888760299469	58		14	執行官
戴摩爾克04	ghdthyty	77	11564964126704	59	jfgbtu	13	幻影劍士
戴摩爾克04	羅傑房裡的女人蔡英文	77	11242478259898	60		14	太陽監視者
戴摩爾克04	映像電話蟲	77	10906148563761	61		13	香射手
戴摩爾克04	榮耀執行官	77	9863853085663	62	休閑	14	執行官
戴摩爾克04	羅天大教	77	9660082025281	63	春滿盛	15	執行官
戴摩爾克04	幕後黑手	77	9394304990429	64	幕後黑手	15	咒文刻印使
戴摩爾克04	kjrh	77	8763591888411	65	jfgbtu	14	咒文刻印使
戴摩爾克04	Dayb	77	8710017285714	66		15	咒文刻印使
戴摩爾克04	嘰嘰嘰嘰嘰嘰嘰	77	8625970030603	67	urgf	13	太陽監視者
戴摩爾克04	黑色	77	8563655146250	68		14	太陽監視者
戴摩爾克04	jfgggg	77	8290599267378	69	jfgbtu	12	執行官
戴摩爾克04	春滿盛	76	8173028534641	70	春滿盛	14	香射手
戴摩爾克04	東踏取	76	8081203647348	71		15	執行官
戴摩爾克04	孤娥	76	8008311480258	72		15	咒文刻印使
戴摩爾克04	二哈	76	7861526950768	73	小藍貓	12	執行官
戴摩爾克04	星象儀	76	7631190389893	74	酒酒	15	咒文刻印使
戴摩爾克04	大摳呆	76	7552404078028	75	1722	12	太陽監視者
戴摩爾克04	銀星玥	76	6899589802366	76	温野菜	14	執行官
戴摩爾克04	菲傭	76	6744665769115	77	春滿盛	1	深淵放逐者
戴摩爾克04	沒電的艾尼路	76	6500452005260	78		13	咒文刻印使
戴摩爾克04	懈怠TUG	76	6304400275143	79	ADAD	14	執行官
戴摩爾克04	jgyugg	76	6112479603614	80	jfgbtu	11	咒文刻印使
戴摩爾克04	茉莉兒	76	5905949543899	81		15	咒文刻印使
戴摩爾克04	白石麻衣	75	5662977070872	82	龍虎豹出版社	13	幻影劍士
戴摩爾克04	MrMr	75	5653499003977	83	休閑	14	咒文刻印使
戴摩爾克04	陌生的旅途	75	5644470884986	84	休閑	14	咒文刻印使
戴摩爾克04	長髮飄飄	75	5533988807102	85	休閑	14	咒文刻印使
戴摩爾克04	大輝哥	75	5470675503325	86	春滿盛	13	太陽監視者
戴摩爾克04	艾艾莎	75	5341817324877	87	小藍貓	10	咒文刻印使
戴摩爾克04	速懶趴	75	5128376145642	88		13	香射手
戴摩爾克04	美方	75	4920272757508	89	休閑	13	咒文刻印使
戴摩爾克04	AQUAMARINE	75	4851162635163	90	ADAD	13	幻影劍士
戴摩爾克04	jggydyu	75	4842973898807	91	jfgbtu	11	深淵放逐者
戴摩爾克04	湯湯水水	75	4802001959830	92	休閑	13	咒文刻印使
戴摩爾克04	一起再看流星雨	75	4784765631682	93	ADAD	14	太陽監視者
戴摩爾克04	Aiueoaiueo	75	4780421479259	94		15	咒文刻印使
戴摩爾克04	kitty	75	4746834988461	95	休閑	13	執行官
戴摩爾克04	愛麗絲	75	4724450537765	96	愛麗絲	13	太陽監視者
戴摩爾克04	鑫爺	75	4702450590246	97	酒酒	12	咒文刻印使
