world_name	gc_name	gc_level	gc_exp	ranking	guild_name	grade	class_name
戴摩爾克04	oxox	91	4274818504624942	1	子彈起飛	24	咒文刻印使
戴摩爾克04	少洋	91	4151591151262534	2	子彈起飛	24	野蠻鬥士
戴摩爾克04	虎爺馬丁尼	91	3980353095402709	3	子彈起飛	24	野蠻鬥士
戴摩爾克04	戰酒黑金龍	90	3223513577775968	4	子彈起飛	23	野蠻鬥士
戴摩爾克04	喬巴巴	90	2809367251860634	5	雪山小鴨鴨	24	野蠻鬥士
戴摩爾克04	夜魔殺神波本	90	2723152892634448	6	子彈起飛	24	香射手
戴摩爾克04	媽祖一杯Shot	90	2689424678274426	7	子彈起飛	24	香射手
戴摩爾克04	o關公龍舌蘭o	89	1985653515273061	8	子彈起飛	23	咒文刻印使
戴摩爾克04	稻荷神大吟釀	89	1895118516981338	9	子彈起飛	23	咒文刻印使
戴摩爾克04	伏羲荔枝烏龍	88	1308670906874836	10	子彈起飛	24	野蠻鬥士
戴摩爾克04	帝釋天沙士	88	1083314001604622	11	子彈起飛	23	咒文刻印使
戴摩爾克04	波賽燉紅酒	88	1021521842790373	12	子彈起飛	22	幻影劍士
戴摩爾克04	聖王公雞尾酒	88	970848658964593	13	子彈起飛	24	執行官
戴摩爾克04	彌勒伏特加	87	890000687287991	14	子彈起飛	24	太陽監視者
戴摩爾克04	女媧蜜桃烏龍	87	687780865378003	15	子彈起飛	23	咒文刻印使
戴摩爾克04	在下毛毛雨	87	667205071308875	16	雪山小鴨鴨	21	執行官
戴摩爾克04	註生娘娘艾碧斯	87	664821492214917	17	子彈起飛	22	幻影劍士
戴摩爾克04	伊邪那岐生命之水	87	661868332310694	18	子彈起飛	22	香射手
戴摩爾克04	魯夫夫	87	641236089001194	19	雪山小鴨鴨	23	深淵放逐者
戴摩爾克04	OliSe	87	613165783011472	20	雪山小鴨鴨	22	咒文刻印使
戴摩爾克04	薩玻	86	584475327261248	21	雪山小鴨鴨	22	幻影劍士
戴摩爾克04	艾歐基麥康	86	499018322899577	22	雪山小鴨鴨	21	野蠻鬥士
戴摩爾克04	睡神喝冰奶渡劫	86	428777716810722	23	子彈起飛	21	咒文刻印使
戴摩爾克04	討厭黑眼圈	86	398452999589038	24	雪山小鴨鴨	22	咒文刻印使
